2022-09-05 05:47:36.607  INFO DESKTOP-DBLHPRP --- [kground-preinit] o.h.v.i.u.Version                        : HV000001: Hibernate Validator 6.2.3.Final
2022-09-05 07:32:41.400  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : relation "feedbacks" does not exist, skipping
2022-09-05 07:32:41.400  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : SQL Warning Code: 0, SQLState: 00000
2022-09-05 07:32:41.401  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : relation "feedbacks" does not exist, skipping
2022-09-05 07:32:41.401  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : SQL Warning Code: 0, SQLState: 00000
2022-09-05 07:32:41.401  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : relation "user_bookmark_announcements" does not exist, skipping
2022-09-05 07:32:41.402  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : SQL Warning Code: 0, SQLState: 00000
2022-09-05 07:32:41.402  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : relation "user_dis_liked_feedbacks" does not exist, skipping
2022-09-05 07:32:41.403  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : SQL Warning Code: 0, SQLState: 00000
2022-09-05 07:32:41.403  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : relation "user_liked_announcements" does not exist, skipping
2022-09-05 07:32:41.404  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : SQL Warning Code: 0, SQLState: 00000
2022-09-05 07:32:41.405  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : relation "user_liked_feedbacks" does not exist, skipping
2022-09-05 07:32:41.406  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : SQL Warning Code: 0, SQLState: 00000
2022-09-05 07:32:41.406  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : table "addresses" does not exist, skipping
2022-09-05 07:32:41.406  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : SQL Warning Code: 0, SQLState: 00000
2022-09-05 07:32:41.407  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : table "announcement_images" does not exist, skipping
2022-09-05 07:32:41.407  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : SQL Warning Code: 0, SQLState: 00000
2022-09-05 07:32:41.407  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : table "announcements" does not exist, skipping
2022-09-05 07:32:41.408  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : SQL Warning Code: 0, SQLState: 00000
2022-09-05 07:32:41.408  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : table "announcements_guests" does not exist, skipping
2022-09-05 07:32:41.409  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : SQL Warning Code: 0, SQLState: 00000
2022-09-05 07:32:41.409  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : table "bookings" does not exist, skipping
2022-09-05 07:32:41.410  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : SQL Warning Code: 0, SQLState: 00000
2022-09-05 07:32:41.410  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : table "feedback_images" does not exist, skipping
2022-09-05 07:32:41.410  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : SQL Warning Code: 0, SQLState: 00000
2022-09-05 07:32:41.411  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : table "feedbacks" does not exist, skipping
2022-09-05 07:32:41.411  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : SQL Warning Code: 0, SQLState: 00000
2022-09-05 07:32:41.411  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : table "regions" does not exist, skipping
2022-09-05 07:32:41.412  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : SQL Warning Code: 0, SQLState: 00000
2022-09-05 07:32:41.412  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : table "user_bookmark_announcements" does not exist, skipping
2022-09-05 07:32:41.412  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : SQL Warning Code: 0, SQLState: 00000
2022-09-05 07:32:41.412  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : table "user_dis_liked_feedbacks" does not exist, skipping
2022-09-05 07:32:41.413  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : SQL Warning Code: 0, SQLState: 00000
2022-09-05 07:32:41.413  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : table "user_liked_announcements" does not exist, skipping
2022-09-05 07:32:41.413  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : SQL Warning Code: 0, SQLState: 00000
2022-09-05 07:32:41.413  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : table "user_liked_feedbacks" does not exist, skipping
2022-09-05 07:32:41.414  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : SQL Warning Code: 0, SQLState: 00000
2022-09-05 07:32:41.414  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : table "users" does not exist, skipping
2022-09-05 07:32:41.414  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : SQL Warning Code: 0, SQLState: 00000
2022-09-05 07:32:41.415  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : sequence "address_seq" does not exist, skipping
2022-09-05 07:32:41.415  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : SQL Warning Code: 0, SQLState: 00000
2022-09-05 07:32:41.415  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : sequence "announcement_seq" does not exist, skipping
2022-09-05 07:32:41.415  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : SQL Warning Code: 0, SQLState: 00000
2022-09-05 07:32:41.416  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : sequence "booking_seq" does not exist, skipping
2022-09-05 07:32:41.416  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : SQL Warning Code: 0, SQLState: 00000
2022-09-05 07:32:41.416  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : sequence "feedback_seq" does not exist, skipping
2022-09-05 07:32:41.417  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : SQL Warning Code: 0, SQLState: 00000
2022-09-05 07:32:41.417  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : sequence "region_seq" does not exist, skipping
2022-09-05 07:32:41.417  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : SQL Warning Code: 0, SQLState: 00000
2022-09-05 07:32:41.417  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : sequence "user_seq" does not exist, skipping
2022-09-05 07:32:41.604  INFO DESKTOP-DBLHPRP --- [           main] o.h.e.t.j.p.i.JtaPlatformInitiator       : HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2022-09-05 07:32:41.614  INFO DESKTOP-DBLHPRP --- [           main] j.LocalContainerEntityManagerFactoryBean : Initialized JPA EntityManagerFactory for persistence unit 'default'
2022-09-05 07:32:42.973  WARN DESKTOP-DBLHPRP --- [           main] JpaBaseConfiguration$JpaWebConfiguration : spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2022-09-05 07:32:43.852  INFO DESKTOP-DBLHPRP --- [           main] o.s.s.w.DefaultSecurityFilterChain       : Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@31b827a6, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@525aadf2, org.springframework.security.web.context.SecurityContextPersistenceFilter@3599b7e8, org.springframework.security.web.header.HeaderWriterFilter@5edd2170, org.springframework.web.filter.CorsFilter@203b98cf, org.springframework.security.web.authentication.logout.LogoutFilter@68e6856c, kg.airbnb.airbnb.security.TokenVerifierFilter@60f1f95b, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@52e5ad71, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@696a6506, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@52bcd7c9, org.springframework.security.web.session.SessionManagementFilter@56897de0, org.springframework.security.web.access.ExceptionTranslationFilter@278df226, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@66f88fd3]
2022-09-05 07:32:44.294  INFO DESKTOP-DBLHPRP --- [           main] o.a.c.h.Http11NioProtocol                : Starting ProtocolHandler ["http-nio-9797"]
2022-09-05 07:32:44.311  INFO DESKTOP-DBLHPRP --- [           main] o.s.b.w.e.t.TomcatWebServer              : Tomcat started on port(s): 9797 (http) with context path ''
2022-09-05 07:32:44.376  INFO DESKTOP-DBLHPRP --- [           main] k.a.a.AirbnbApplication                  : Started AirbnbApplication in 6.722 seconds (JVM running for 8.301)
2022-09-05 07:32:58.986  INFO DESKTOP-DBLHPRP --- [nio-9797-exec-1] o.a.c.c.C.[.[.[/]                        : Initializing Spring DispatcherServlet 'dispatcherServlet'
2022-09-05 07:32:58.987  INFO DESKTOP-DBLHPRP --- [nio-9797-exec-1] o.s.w.s.DispatcherServlet                : Initializing Servlet 'dispatcherServlet'
2022-09-05 07:32:58.989  INFO DESKTOP-DBLHPRP --- [nio-9797-exec-1] o.s.w.s.DispatcherServlet                : Completed initialization in 2 ms
2022-09-05 07:32:59.173  WARN DESKTOP-DBLHPRP --- [nio-9797-exec-1] k.a.a.s.i.AuthService                    : USER logged in through registration
2022-09-05 07:38:58.630  INFO DESKTOP-DBLHPRP --- [ionShutdownHook] j.LocalContainerEntityManagerFactoryBean : Closing JPA EntityManagerFactory for persistence unit 'default'
2022-09-05 07:38:58.630  INFO DESKTOP-DBLHPRP --- [ionShutdownHook] .SchemaDropperImpl$DelayedDropActionImpl : HHH000477: Starting delayed evictData of schema as part of SessionFactory shut-down'
2022-09-05 07:38:58.693  INFO DESKTOP-DBLHPRP --- [ionShutdownHook] c.z.h.HikariDataSource                   : HikariPool-1 - Shutdown initiated...
2022-09-05 07:38:58.693  INFO DESKTOP-DBLHPRP --- [ionShutdownHook] c.z.h.HikariDataSource                   : HikariPool-1 - Shutdown completed.
2022-09-05 22:00:22.263  INFO DESKTOP-DBLHPRP --- [kground-preinit] o.h.v.i.u.Version                        : HV000001: Hibernate Validator 6.2.3.Final
2022-09-05 22:00:22.302  INFO DESKTOP-DBLHPRP --- [           main] k.a.a.AirbnbApplication                  : Starting AirbnbApplication using Java 17.0.2 on DESKTOP-DBLHPRP with PID 14096 (C:\Users\abdullah\IdeaProjects\airbnb\m\target\classes started by Muhammed in C:\Users\abdullah\IdeaProjects\airbnb\m)
2022-09-05 22:00:22.307  INFO DESKTOP-DBLHPRP --- [           main] k.a.a.AirbnbApplication                  : The following 1 profile is active: "mukhammed"
2022-09-05 22:00:23.686  INFO DESKTOP-DBLHPRP --- [           main] .s.d.r.c.RepositoryConfigurationDelegate : Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2022-09-05 22:00:23.766  INFO DESKTOP-DBLHPRP --- [           main] .s.d.r.c.RepositoryConfigurationDelegate : Finished Spring Data repository scanning in 70 ms. Found 6 JPA repository interfaces.
2022-09-05 22:00:23.936  INFO DESKTOP-DBLHPRP --- [           main] o.s.c.c.s.GenericScope                   : BeanFactory id=f4e6c193-30cb-36be-a51e-cc7384132e72
2022-09-05 22:00:24.336  INFO DESKTOP-DBLHPRP --- [           main] o.s.b.w.e.t.TomcatWebServer              : Tomcat initialized with port(s): 9797 (http)
2022-09-05 22:00:24.346  INFO DESKTOP-DBLHPRP --- [           main] o.a.c.h.Http11NioProtocol                : Initializing ProtocolHandler ["http-nio-9797"]
2022-09-05 22:00:24.346  INFO DESKTOP-DBLHPRP --- [           main] o.a.c.c.StandardService                  : Starting service [Tomcat]
2022-09-05 22:00:24.346  INFO DESKTOP-DBLHPRP --- [           main] o.a.c.c.StandardEngine                   : Starting Servlet engine: [Apache Tomcat/9.0.64]
2022-09-05 22:00:24.496  INFO DESKTOP-DBLHPRP --- [           main] o.a.c.c.C.[.[.[/]                        : Initializing Spring embedded WebApplicationContext
2022-09-05 22:00:24.496  INFO DESKTOP-DBLHPRP --- [           main] w.s.c.ServletWebServerApplicationContext : Root WebApplicationContext: initialization completed in 2130 ms
2022-09-05 22:00:24.626  INFO DESKTOP-DBLHPRP --- [           main] o.h.j.i.u.LogHelper                      : HHH000204: Processing PersistenceUnitInfo [name: default]
2022-09-05 22:00:24.691  INFO DESKTOP-DBLHPRP --- [           main] o.h.Version                              : HHH000412: Hibernate ORM core version 5.6.9.Final
2022-09-05 22:00:24.891  INFO DESKTOP-DBLHPRP --- [           main] o.h.a.c.Version                          : HCANN000001: Hibernate Commons Annotations {5.1.2.Final}
2022-09-05 22:00:24.986  INFO DESKTOP-DBLHPRP --- [           main] c.z.h.HikariDataSource                   : HikariPool-1 - Starting...
2022-09-05 22:00:25.291  INFO DESKTOP-DBLHPRP --- [           main] c.z.h.HikariDataSource                   : HikariPool-1 - Start completed.
2022-09-05 22:00:25.306  INFO DESKTOP-DBLHPRP --- [           main] o.h.d.Dialect                            : HHH000400: Using dialect: org.hibernate.dialect.PostgreSQL10Dialect
2022-09-05 22:00:26.796  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : SQL Warning Code: 0, SQLState: 00000
2022-09-05 22:00:26.796  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : relation "addresses" does not exist, skipping
2022-09-05 22:00:26.806  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : SQL Warning Code: 0, SQLState: 00000
2022-09-05 22:00:26.806  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : relation "announcement_images" does not exist, skipping
2022-09-05 22:00:26.806  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : SQL Warning Code: 0, SQLState: 00000
2022-09-05 22:00:26.808  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : relation "announcements" does not exist, skipping
2022-09-05 22:00:26.808  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : SQL Warning Code: 0, SQLState: 00000
2022-09-05 22:00:26.808  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : relation "announcements" does not exist, skipping
2022-09-05 22:00:26.808  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : SQL Warning Code: 0, SQLState: 00000
2022-09-05 22:00:26.808  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : relation "announcements_guests" does not exist, skipping
2022-09-05 22:00:26.808  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : SQL Warning Code: 0, SQLState: 00000
2022-09-05 22:00:26.808  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : relation "announcements_guests" does not exist, skipping
2022-09-05 22:00:26.808  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : SQL Warning Code: 0, SQLState: 00000
2022-09-05 22:00:26.808  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : relation "bookings" does not exist, skipping
2022-09-05 22:00:26.808  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : SQL Warning Code: 0, SQLState: 00000
2022-09-05 22:00:26.808  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : relation "bookings" does not exist, skipping
2022-09-05 22:00:26.808  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : SQL Warning Code: 0, SQLState: 00000
2022-09-05 22:00:26.816  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : relation "feedback_images" does not exist, skipping
2022-09-05 22:00:26.816  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : SQL Warning Code: 0, SQLState: 00000
2022-09-05 22:00:26.816  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : relation "feedbacks" does not exist, skipping
2022-09-05 22:00:26.816  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : SQL Warning Code: 0, SQLState: 00000
2022-09-05 22:00:26.816  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : relation "feedbacks" does not exist, skipping
2022-09-05 22:00:26.816  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : SQL Warning Code: 0, SQLState: 00000
2022-09-05 22:00:26.816  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : relation "user_bookmark_announcements" does not exist, skipping
2022-09-05 22:00:26.816  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : SQL Warning Code: 0, SQLState: 00000
2022-09-05 22:00:26.816  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : relation "user_dis_liked_feedbacks" does not exist, skipping
2022-09-05 22:00:26.816  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : SQL Warning Code: 0, SQLState: 00000
2022-09-05 22:00:26.816  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : relation "user_liked_announcements" does not exist, skipping
2022-09-05 22:00:26.816  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : SQL Warning Code: 0, SQLState: 00000
2022-09-05 22:00:26.816  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : relation "user_liked_feedbacks" does not exist, skipping
2022-09-05 22:00:26.816  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : SQL Warning Code: 0, SQLState: 00000
2022-09-05 22:00:26.816  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : table "addresses" does not exist, skipping
2022-09-05 22:00:26.826  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : SQL Warning Code: 0, SQLState: 00000
2022-09-05 22:00:26.826  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : table "announcement_images" does not exist, skipping
2022-09-05 22:00:26.826  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : SQL Warning Code: 0, SQLState: 00000
2022-09-05 22:00:26.826  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : table "announcements" does not exist, skipping
2022-09-05 22:00:26.826  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : SQL Warning Code: 0, SQLState: 00000
2022-09-05 22:00:26.826  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : table "announcements_guests" does not exist, skipping
2022-09-05 22:00:26.826  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : SQL Warning Code: 0, SQLState: 00000
2022-09-05 22:00:26.826  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : table "bookings" does not exist, skipping
2022-09-05 22:00:26.826  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : SQL Warning Code: 0, SQLState: 00000
2022-09-05 22:00:26.826  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : table "feedback_images" does not exist, skipping
2022-09-05 22:00:26.826  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : SQL Warning Code: 0, SQLState: 00000
2022-09-05 22:00:26.826  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : table "feedbacks" does not exist, skipping
2022-09-05 22:00:26.826  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : SQL Warning Code: 0, SQLState: 00000
2022-09-05 22:00:26.826  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : table "regions" does not exist, skipping
2022-09-05 22:00:26.836  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : SQL Warning Code: 0, SQLState: 00000
2022-09-05 22:00:26.836  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : table "user_bookmark_announcements" does not exist, skipping
2022-09-05 22:00:26.836  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : SQL Warning Code: 0, SQLState: 00000
2022-09-05 22:00:26.836  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : table "user_dis_liked_feedbacks" does not exist, skipping
2022-09-05 22:00:26.836  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : SQL Warning Code: 0, SQLState: 00000
2022-09-05 22:00:26.836  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : table "user_liked_announcements" does not exist, skipping
2022-09-05 22:00:26.836  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : SQL Warning Code: 0, SQLState: 00000
2022-09-05 22:00:26.836  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : table "user_liked_feedbacks" does not exist, skipping
2022-09-05 22:00:26.836  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : SQL Warning Code: 0, SQLState: 00000
2022-09-05 22:00:26.836  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : table "users" does not exist, skipping
2022-09-05 22:00:26.836  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : SQL Warning Code: 0, SQLState: 00000
2022-09-05 22:00:26.836  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : sequence "address_seq" does not exist, skipping
2022-09-05 22:00:26.836  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : SQL Warning Code: 0, SQLState: 00000
2022-09-05 22:00:26.836  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : sequence "announcement_seq" does not exist, skipping
2022-09-05 22:00:26.836  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : SQL Warning Code: 0, SQLState: 00000
2022-09-05 22:00:26.836  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : sequence "booking_seq" does not exist, skipping
2022-09-05 22:00:26.836  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : SQL Warning Code: 0, SQLState: 00000
2022-09-05 22:00:26.836  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : sequence "feedback_seq" does not exist, skipping
2022-09-05 22:00:26.836  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : SQL Warning Code: 0, SQLState: 00000
2022-09-05 22:00:26.836  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : sequence "region_seq" does not exist, skipping
2022-09-05 22:00:26.836  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : SQL Warning Code: 0, SQLState: 00000
2022-09-05 22:00:26.836  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : sequence "user_seq" does not exist, skipping
2022-09-05 22:00:27.086  INFO DESKTOP-DBLHPRP --- [           main] o.h.e.t.j.p.i.JtaPlatformInitiator       : HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2022-09-05 22:00:27.091  INFO DESKTOP-DBLHPRP --- [           main] j.LocalContainerEntityManagerFactoryBean : Initialized JPA EntityManagerFactory for persistence unit 'default'
2022-09-05 22:00:28.626  WARN DESKTOP-DBLHPRP --- [           main] JpaBaseConfiguration$JpaWebConfiguration : spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2022-09-05 22:00:30.801  INFO DESKTOP-DBLHPRP --- [           main] o.s.s.w.DefaultSecurityFilterChain       : Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@6810465, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@19e03398, org.springframework.security.web.context.SecurityContextPersistenceFilter@5cb3cfef, org.springframework.security.web.header.HeaderWriterFilter@1dc987b, org.springframework.web.filter.CorsFilter@3d339541, org.springframework.security.web.authentication.logout.LogoutFilter@40e41f88, kg.airbnb.airbnb.security.TokenVerifierFilter@611a91df, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@197da701, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@35fd03d9, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@7c1adb8a, org.springframework.security.web.session.SessionManagementFilter@73543048, org.springframework.security.web.access.ExceptionTranslationFilter@68a1bb31, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@70ed03e4]
2022-09-05 22:00:31.566  INFO DESKTOP-DBLHPRP --- [           main] o.a.c.h.Http11NioProtocol                : Starting ProtocolHandler ["http-nio-9797"]
2022-09-05 22:00:31.594  INFO DESKTOP-DBLHPRP --- [           main] o.s.b.w.e.t.TomcatWebServer              : Tomcat started on port(s): 9797 (http) with context path ''
2022-09-05 22:00:31.656  INFO DESKTOP-DBLHPRP --- [           main] k.a.a.AirbnbApplication                  : Started AirbnbApplication in 9.881 seconds (JVM running for 11.765)
2022-09-05 22:00:32.326  INFO DESKTOP-DBLHPRP --- [ionShutdownHook] j.LocalContainerEntityManagerFactoryBean : Closing JPA EntityManagerFactory for persistence unit 'default'
2022-09-05 22:00:32.326  INFO DESKTOP-DBLHPRP --- [ionShutdownHook] .SchemaDropperImpl$DelayedDropActionImpl : HHH000477: Starting delayed evictData of schema as part of SessionFactory shut-down'
